tag,tag_unique,genus,species,scientific_name,common_name,trail,lat_y,lon_x,alt_z
2016_43,43_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5330563,30.5494484,1633.5
2016_44,44_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5330116,30.5496796,1666.800049
2016_41,41_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5300016,30.5516301,1674.800049
2016_42,42_16,saba,comorensis,saba_comorensis,ibungu,gombe,-5.5296612,30.5510583,1616.5
2016_39,39_16,strychnos,spinosa,strychnos_spinosa,ikome,gombe,-5.5277314,30.5524174,1654.199951
2016_37,37_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5259978,30.5528788,1635.099976
2016_36,36_16,unknown,unknown,unknown,kakungu_2,gombe,-5.5243636,30.5535172,1649.5
2016_35,35_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5225303,30.5539829,1614.400024
2016_34,34_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5196544,30.5543766,1567
2016_32,32_16,saba,comorensis,saba_comorensis,ibungu,gombe,-5.5178093,30.5544002,1558.699951
2016_30,30_16,albizia,glabberima,albizia_glabberima,unknown,gombe,-5.5177855,30.5544043,1609.5
2016_27,27_16,unknown,unknown,unknown,kakungu_2,gombe,-5.5173943,30.5541984,1589.900024
2016_26,26_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.5161236,30.5539829,1605.699951
2016_145,145_16,albizia,glabberima,albizia_glabberima,unknown,gombe,-5.5160199,30.5541108,1603.199951
2016_25,25_16,strychnos,spinosa,strychnos_spinosa,ikome,gombe,-5.5154315,30.5543631,1545.5
2016_5635,5635_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5145422,30.5722568,1619.800049
2016_5629,5629_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5144885,30.5720033,1585.900024
2016_5630,5630_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5143725,30.5707641,1585.599976
2016_5615,5615_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5143488,30.5723336,1583.5
2016_5646,5646_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5140271,30.5757206,1574.599976
2016_5610,5610_16,vitex,unknown,vitex_unknown,mtalali,mchungwa,-5.5139899,30.5762464,1569.400024
2016_5617,5617_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5139729,30.5762051,1560.699951
2016_5612,5612_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5139255,30.5767353,1569.5
2016_5640,5640_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5138271,30.570053,1620.599976
2016_5628,5628_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5138194,30.5759128,1585.099976
2016_5603,5603_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5138076,30.5762321,1560.900024
2016_5636,5636_16,strychnos,spinosa,strychnos_spinosa,ikome,mchungwa,-5.5137663,30.5751623,1572.900024
2016_5644,5644_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5137644,30.5768256,1535.800049
2016_5622,5622_16,vitex,unknown,vitex_unknown,mtalali,mchungwa,-5.5137628,30.5759801,1561.300049
2016_5639,5639_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5137435,30.5695209,1610.599976
2016_5643,5643_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5137431,30.5748505,1594.900024
2016_5602,5602_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5136853,30.5767641,1560.199951
2016_5638,5638_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.513678,30.5755676,1553.5
2016_5614,5614_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5135551,30.5765881,1524.5
2016_5633,5633_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5132164,30.5770846,1501.5
2016_5625,5625_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5130171,30.5772963,1556.599976
2016_5618,5618_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5129717,30.5772097,1585.099976
2016_5613,5613_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.512877,30.5771944,1557.199951
2016_5607,5607_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5126988,30.5773055,1525.699951
2016_5626,5626_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5125708,30.5772951,1535.599976
2016_5641,5641_16,garcinia,huillensis,garcinia_huillensis,myeye,mchungwa,-5.5116049,30.5772591,1503
2016_5647,5647_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5113966,30.5772271,1458.900024
2016_5634,5634_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.511041,30.5775193,1520.800049
2016_5631,5631_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5109574,30.5772481,1465.199951
2016_5604,5604_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5108008,30.5659038,1601.5
2016_5621,5621_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.510706,30.5774297,1497
2016_5642,5642_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5106052,30.5655221,1653.900024
2016_5606,5606_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5100703,30.5650484,1611.099976
2016_5611,5611_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5098294,30.5650465,1598.800049
2016_5616,5616_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5092289,30.5776742,1557.199951
2016_5632,5632_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5091689,30.5777247,1509.099976
2016_5645,5645_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5091489,30.5648021,1597.199951
2016_5623,5623_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5091383,30.5650086,1615.099976
2016_5731,5731_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5090591,30.5778022,1510.400024
2016_5609,5609_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5090427,30.5648996,1609.5
2016_5648,5648_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5089053,30.5649445,1596.699951
2016_5637,5637_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5088912,30.5650727,1632
2016_5707,5707_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5088269,30.5778116,1480.599976
2016_5601,5601_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.508785,30.5651316,1610.599976
2016_5735,5735_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.50878,30.5776034,1484.900024
2016_5769,5769_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.508752,30.5776419,1493
2016_5656,5656_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5087254,30.5649516,1609.599976
2016_5768,5768_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5086748,30.5775902,1525.199951
2016_5755,5755_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5084535,30.5773441,1427.900024
2016_5747,5747_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5084384,30.5773882,1475.099976
2016_5781,5781_16,unknown,unknown,unknown,kampandampanda_2,mchungwa,-5.5084139,30.5774999,1470.099976
2016_5651,5651_16,albizia,glabberima,albizia_glabberima,unknown,mchungwa,-5.5084038,30.5650073,1605
2016_5773,5773_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5083454,30.5774854,1468
2016_5782,5782_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5083337,30.577667,1520.199951
2016_5751,5751_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5083157,30.5778161,1497.800049
2016_5655,5655_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5082282,30.5649841,1604
2016_5652,5652_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.508188,30.5651077,1590.800049
2016_5705,5705_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5081207,30.5774828,1498.400024
2016_5765,5765_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5080759,30.5773469,1478.900024
2016_5754,5754_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5080371,30.577214,1462.699951
2016_5759,5759_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5076635,30.5773973,1525.699951
2016_5763,5763_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5075373,30.5767748,1389.800049
2016_5767,5767_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5073289,30.5768846,1481.800049
2016_5752,5752_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5073137,30.577052,1471.599976
2016_5766,5766_16,unknown,unknown,flacourtia_indica,bunsunga,mchungwa,-5.5072849,30.577131,1474.599976
2016_5760,5760_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5070419,30.5766538,1372.300049
2016_5753,5753_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5068469,30.5775044,1580.800049
2016_5764,5764_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5066921,30.5767252,1371.400024
2016_5771,5771_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5064369,30.5769473,1361.699951
2016_5730,5730_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5063359,30.5774078,1487.5
2016_5721,5721_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5063122,30.5774964,1503.5
2016_5791,5791_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5061444,30.5777372,1510.599976
2016_5785,5785_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5060231,30.5773665,1448.5
2016_5776,5776_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5058549,30.5774878,1436.599976
2016_5742,5742_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5058547,30.5775136,1463
2016_5701,5701_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5056094,30.578121,1564.5
2016_5740,5740_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.505471,30.577438,1415.400024
2016_5758,5758_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5054303,30.5777794,1444.900024
2016_5703,5703_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5053048,30.5780457,1521.300049
2016_5720,5720_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.5050033,30.5781784,1533.199951
2016_5757,5757_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5049642,30.578182,1469.800049
2016_5710,5710_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5047412,30.5779298,1428.599976
2016_5743,5743_16,garcinia,huillensis,garcinia_huillensis,myeye,mchungwa,-5.5046877,30.5780628,1479
2016_5713,5713_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5042875,30.5780865,1449.300049
2016_5719,5719_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.504122,30.5780701,1322.5
2016_5129,5129_16,unknown,unknown,unknown,mkobegano,mchungwa,-5.5040111,30.578613,1460.599976
2016_5711,5711_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5039823,30.5781716,1388.5
2016_5726,5726_16,garcinia,huillensis,garcinia_huillensis,myeye,mchungwa,-5.5033752,30.5792009,1413.400024
2016_5716,5716_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5032014,30.5792521,1398.900024
2016_5704,5704_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.5031879,30.5798828,1323.599976
2016_5737,5737_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.503185,30.5794546,1359.900024
2016_5133,5133_16,unknown,unknown,unknown,mkobegano,mchungwa,-5.5031444,30.5796512,1390.099976
2016_5741,5741_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5030189,30.5802912,1447.199951
2016_5723,5723_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5030021,30.5796181,1376.199951
2016_5777,5777_16,vitex,unknown,vitex_unknown,mtalali,mchungwa,-5.5029472,30.5797508,1374.199951
2016_5008,5008_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.50284678,30.56319059,1540.179435
2016_5028,5028_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.502611812,30.56310946,1546.280326
2016_5724,5724_16,albizia,glabberima,albizia_glabberima,unknown,mchungwa,-5.5025636,30.5798959,1411.300049
2016_5748,5748_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.502016,30.579934,1420.300049
2016_5014,5014_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.501359056,30.56322839,1542.250117
2016_5006,5006_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.50135716,30.56335241,1527.245626
2016_5729,5729_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.5010126,30.5801433,1432.800049
2016_45,45_16,keetia,ferruginea,keetia_ferruginea,kankula_masigo,gombe,-5.5006024,30.5616407,1524.099976
2016_2023,2023_16,annona,senegalensis,annona_senegalensis,mtopetope,unknown,-5.5005578,30.5617096,1508.5
2016_5015,5015_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.500210691,30.56352673,1482.758509
2016_5019,5019_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.500092364,30.56347313,1505.760344
2016_5702,5702_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.4996689,30.5790869,1436.099976
2016_55,55_16,strychnos,spinosa,strychnos_spinosa,ikome,gombe,-5.4994687,30.5622282,1529.199951
2016_54,54_16,keetia,ferruginea,keetia_ferruginea,kankula_masigo,gombe,-5.4994662,30.5622646,1534.099976
2016_5718,5718_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.4994,30.5784986,1430.599976
2016_1708,1708_16,anisophyllea,boehmii,anisophyllea_boehmii,mshindwi,mkutano,-5.4993653,30.5716492,1488.900024
2016_1707,1707_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,mkutano,-5.4992696,30.5716785,1484.599976
2016_1711,1711_16,albizia,glabberima,albizia_glabberima,unknown,mkutano,-5.4992546,30.5714683,1463
2016_1709,1709_16,vitex,mombassae,vitex_mombassae,mtalali,mkutano,-5.4992096,30.5715445,1525.400024
2016_60,60_16,keetia,guenzii,keetia_guenzii,mfulu,gombe,-5.499169,30.5625557,1673.199951
2016_5115,5115_16,unknown,unknown,unknown,mkobegano,mchungwa,-5.499152509,30.5641042,1490.974814
2016_1715,1715_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.49915,30.5716368,1422.400024
2016_5794,5794_16,albizia,glabberima,albizia_glabberima,unknown,mchungwa,-5.4991392,30.5782479,1479.800049
2016_1710,1710_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4991269,30.5715189,1496.900024
2016_5733,5733_16,keetia,ferruginea,keetia_ferruginea,kankula_masigo,mchungwa,-5.4991052,30.5782394,1389.5
2016_5722,5722_16,canthium,burthii,canthium_burthii,kampandampanda,mchungwa,-5.4990945,30.5781415,1395.599976
2016_5004,5004_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.499080307,30.56393338,1496.100047
2016_1712,1712_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4990173,30.5711976,1521
2016_1716,1716_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4990037,30.5714021,1593.800049
2016_1728,1728_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4989307,30.5716719,1236.699951
2016_1705,1705_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.498872,30.5713349,1508.900024
2016_1713,1713_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4988636,30.5714638,1488
2016_1706,1706_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4987914,30.571379,1604.099976
2016_1721,1721_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4987854,30.5719753,1455.800049
2016_1717,1717_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4987846,30.5714813,1586.400024
2016_1718,1718_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4987531,30.5715497,1487.400024
2016_1725,1725_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4987512,30.571339,1445.599976
2016_1723,1723_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.498738,30.5716094,1462.300049
2016_1729,1729_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4987242,30.57166,1447
2016_1731,1731_16,unknown,unknown,unknown,miombo_2,mkutano,-5.4987148,30.5714675,1479
2016_1704,1704_16,annona,senegalensis,annona_senegalensis,mtopetope,mkutano,-5.4986916,30.5710165,1630.5
2016_1726,1726_16,vitex,mombassae,vitex_mombassae,mtalali,mkutano,-5.4986435,30.5714325,1489
2016_1736,1736_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.498631,30.5719467,1477
2016_1727,1727_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasebenge,mkutano,-5.4985672,30.5715479,1473.800049
2016_1724,1724_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4985533,30.5715531,1479.800049
2016_1732,1732_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4985506,30.5716317,1484.099976
2016_1737,1737_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4985229,30.5718397,1466.5
2016_1739,1739_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4985198,30.5719699,1450.900024
2016_5698,5698_16,ficus,unknown,ficus_unknown,mlumba_3,mchungwa,-5.498495854,30.56422465,1442.999802
2016_1741,1741_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4984922,30.571884,1451.099976
2016_5032,5032_16,strychnos,spinosa,strychnos_spinosa,ikome,mchungwa,-5.498423101,30.56404607,1479.115291
2016_1740,1740_16,unknown,unknown,unknown,musirangurumhbe,mkutano,-5.4984218,30.5719792,1459.099976
2016_5016,5016_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.498419999,30.56369949,1469.902421
2016_1751,1751_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4984192,30.572141,1419.800049
2016_1744,1744_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4983959,30.5718209,1471.5
2016_1742,1742_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4983913,30.5718678,1454.400024
2016_1734,1734_16,unknown,unknown,unknown,miombo_2,mkutano,-5.4983765,30.5718753,1476
2016_1745,1745_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4983571,30.571742,1457
2016_5021,5021_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.498333543,30.56357723,1485.851541
2016_1747,1747_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4983236,30.5718587,1451
2016_1748,1748_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4983067,30.5719884,1446.599976
2016_1749,1749_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4982982,30.5720297,1457.400024
2016_1753,1753_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4982217,30.5721005,1429.599976
2016_1746,1746_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4982076,30.5719209,1431.900024
2016_1752,1752_16,brachystegia,unknown,brachystegia_unknown,kagera_2,mkutano,-5.4981998,30.5720027,1446.599976
2016_1760,1760_16,uapaca,nitida,uapaca_nitida,makusu_fikinya,mkutano,-5.4981649,30.572249,1421.300049
2016_1761,1761_16,unknown,unknown,uapaca_nitida,makusu_fikinya,mkutano,-5.4981613,30.5724203,1440.300049
2016_1757,1757_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4980724,30.5721303,1441.400024
2016_1754,1754_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenge,mkutano,-5.4980468,30.5721226,1452.300049
2016_1758,1758_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4980178,30.5721476,1430
2016_5012,5012_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,mchungwa,-5.497965626,30.56367304,1466.701261
2016_1759,1759_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mkutano,-5.4978646,30.5721108,1448.699951
2016_1763,1763_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenge,mkutano,-5.4978642,30.5723071,1403.599976
2016_5025,5025_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.497860301,30.5635179,1370.844016
2016_5673,5673_16,combretum,molle,combretum_molle,mlumba_1,mchungwa,-5.497856427,30.56367703,1464.150457
2016_46,46_16,vitex,mombassae,vitex_mombassae,mtalali,gombe,-5.4978337,30.5621673,1555.5
2016_5011,5011_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.49779445,30.56377074,1477.829125
2016_1764,1764_16,unknown,unknown,unknown,sirebera,mkutano,-5.4977311,30.572587,1423.900024
2016_1765,1765_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4977016,30.5726452,1382.800049
2016_1768,1768_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenge,mkutano,-5.4974592,30.5728918,1399.5
2016_53,53_16,strychnos,madagascariensis,strychnos_madagascariensis,kankundu,gombe,-5.4974516,30.5616658,1438.199951
2016_5717,5717_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.4973876,30.5765087,1390
2016_1776,1776_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4973828,30.5722503,1416.599976
2016_1770,1770_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenge,mkutano,-5.4973769,30.5731461,1444.599976
2016_1771,1771_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4973626,30.5730415,1402.599976
2016_1772,1772_16,unknown,unknown,unknown,muhongoro,mkutano,-5.4973212,30.5728724,1402.5
2016_1774,1774_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4973038,30.5727022,1414.599976
2016_1775,1775_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.497286,30.5727812,1422.400024
2016_1777,1777_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4972455,30.5728014,1407.099976
2016_1778,1778_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4971929,30.5729853,1381.199951
2016_1780,1780_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.4971806,30.5729781,1433.300049
2016_5007,5007_16,parinari,curatellifolia,parinari_curatellifolia,mbula,mchungwa,-5.497173478,30.56403074,1479.301988
2016_5002,5002_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.497116596,30.5638326,1480.270127
2016_1782,1782_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenge,mkutano,-5.4970861,30.5728718,1398.900024
2016_1781,1781_16,unknown,unknown,uapaca_nitida,makusu_fikinya,mkutano,-5.4970511,30.5727946,1413.400024
2016_1773,1773_16,piliostigma,thonningii,piliostigma_thonningii,mfumbe,mkutano,-5.4970222,30.5730109,1436.800049
2016_1788,1788_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenge,mkutano,-5.4969761,30.5733135,1325.5
2016_1779,1779_16,pseudolachnostylis,maprouneifolia,pseudolachnostylis_maprouneifolia,kasenbenganya,mkutano,-5.4969518,30.5735819,1326.099976
2016_1783,1783_16,lannea,schimperi,lannea_schimperi,mfute,mkutano,-5.496907,30.5727872,1404.800049
2016_1784,1784_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4968252,30.5727635,1397.199951
2016_1785,1785_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4967443,30.5727946,1376.400024
2016_1790,1790_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4966919,30.5731697,1408.699951
2016_1791,1791_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.4966913,30.5734139,1392.699951
2016_1792,1792_16,pterocarpus,tinctorius,pterocarpus_tinctorius,mkulungu,mkutano,-5.496656,30.5734861,1401.199951
2016_1786,1786_16,unknown,unknown,uapaca_nitida,makusu_fikinya,mkutano,-5.4966434,30.5728112,1386
2016_1787,1787_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4965852,30.573194,1426.900024
2016_5792,5792_16,strychnos,spinosa,strychnos_spinosa,ikome,mchungwa,-5.4965342,30.5764323,1365.5
2016_1795,1795_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4964935,30.5733697,1387.699951
2016_5738,5738_16,lannea,schimperi,lannea_schimperi,mfute,mchungwa,-5.4964868,30.5760574,1268.5
2016_1794,1794_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.496485,30.5734022,1408.5
2016_1793,1793_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.4964844,30.5732967,1405.800049
2016_5709,5709_16,strychnos,spinosa,strychnos_spinosa,ikome,mchungwa,-5.4964425,30.5760467,1360
2016_5027,5027_16,keetia,guenzii,keetia_guenzii,mfulu,mchungwa,-5.496406945,30.56378111,1425.844047
2016_1797,1797_16,ximenia,americana,ximenia_americana,msantu,mkutano,-5.496387,30.5733745,1411.5
2016_1796,1796_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.49636,30.5735508,1390.099976
2016_5301,5301_16,vitex,unknown,vitex_mombassae,mtalali,matawi,-5.4963581,30.5529243,1635.5
2016_5775,5775_16,strychnos,spinosa,strychnos_spinosa,ikome,mchungwa,-5.4963541,30.5761201,1350.699951
2016_1799,1799_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.49634,30.5739253,1326.300049
2016_2002,2002_16,diplorhynchus,condylocarpon,diplorhynchus_condylocarpon,msongati,mkutano,-5.4963368,30.5732305,1397.699951
2016_57,57_16,ficus,unknown,unknown,mkuyu,gombe,-5.4962981,30.5591862,1274.599976
2016_2003,2003_16,keetia,guenzii,keetia_guenzii,mfulu,mkutano,-5.4962967,30.5733177,1364
2016_2005,2005_16,brachystegia,spiciformis,brachystegia_spiciformis,miombo_1,mkutano,-5.496289,30.5737751,1380.199951
